id,listnum,category,item,group
S104,1,animals,anaconda,all
S104,1,animals,parrot,all
S104,1,animals,mouse,all
S104,1,animals,ferret,all
S104,1,animals,rabbit,all
S104,1,animals,pig,all
S104,1,animals,porcupine,all
S104,1,animals,hedgehog,all
S104,1,animals,trout,all
S104,1,animals,owl,all
S104,5,animals,tiger,all
S104,5,animals,lion,all
S104,5,animals,polarbear,all
S104,5,animals,cougar,all
S104,5,animals,opossum,all
S104,5,animals,raccoon,all
S104,5,animals,groundhog,all
S104,5,animals,hedgehog,all
S104,5,animals,pig,all
S104,5,animals,python,all
S104,5,animals,koalabear,all
S104,5,animals,pandabear,all
S104,5,animals,platypus,all
S104,5,animals,crocodile,all
S104,5,animals,alligator,all
S104,5,animals,scorpion,all
S104,5,animals,deer,all
S104,5,animals,parrot,all
S104,5,animals,buffalo,all
S104,5,animals,baldeagle,all
S104,5,animals,otter,all
S104,5,animals,lemur,all
S104,5,animals,skunk,all
S104,5,animals,moose,all
S104,5,animals,caribou,all
S104,5,animals,elk,all
S104,5,animals,wildebeast,all
S104,5,animals,elephant,all
S104,5,animals,greatwhiteshark,all
S104,5,animals,dolphin,all
S104,5,animals,trout,all
S104,5,animals,lobster,all
S104,5,animals,crab,all
S104,5,animals,fox,all
S104,5,animals,owl,all
S104,5,animals,ferret,all
S104,5,animals,pig,all
S104,5,animals,boar,all
S104,8,animals,polarbear,all
S104,8,animals,koalabear,all
S104,8,animals,pandabear,all
S104,8,animals,grizleybear,all
S104,8,animals,mongoose,all
S104,8,animals,cougar,all
S104,8,animals,tiger,all
S104,8,animals,lion,all
S104,8,animals,opossum,all
S104,8,animals,racoon,all
S104,8,animals,skunk,all
S104,8,animals,python,all
S104,8,animals,anaconda,all
S104,8,animals,crocodile,all
S104,8,animals,alligator,all
S104,8,animals,platypus,all
S104,8,animals,scorpion,all
S104,8,animals,lobster,all
S104,8,animals,jellyfish,all
S104,8,animals,octopus,all
S104,8,animals,crab,all
S104,8,animals,starfish,all
S104,8,animals,porcupine,all
S104,8,animals,buffalo,all
S104,8,animals,baldeagle,all
S104,8,animals,wolverine,all
S104,8,animals,badger,all
S104,8,animals,lemur,all
S104,8,animals,ferret,all
S104,8,animals,pig,all
S104,8,animals,boar,all
S104,8,animals,sheep,all
S104,8,animals,deer,all
S104,8,animals,wildebeast,all
S104,8,animals,elephant,all
S104,8,animals,bluewhale,all
S104,8,animals,dolphin,all
S104,8,animals,penguin,all
S104,8,animals,goat,all
S105,1,animals,turtle,all
S105,1,animals,zebra,all
S105,1,animals,giraffe,all
S105,1,animals,dog,all
S105,1,animals,cat,all
S105,1,animals,fish,all
S105,1,animals,elephant,all
S105,1,animals,lion,all
S105,1,animals,ostrich,all
S105,1,animals,whale,all
S105,1,animals,dolphin,all
S105,1,animals,cow,all
S105,1,animals,sheep,all
S105,1,animals,wolf,all
S105,3,animals,zebra,all
S105,3,animals,giraffe,all
S105,3,animals,elephants,all
S105,3,animals,ant,all
S105,3,animals,whale,all
S105,3,animals,dolphin,all
S105,3,animals,dog,all
S105,3,animals,cat,all
S105,3,animals,fish,all
S105,3,animals,ostrich,all
S105,3,animals,lion,all
S105,3,animals,leopard,all
S105,3,animals,donkey,all
S105,3,animals,horse,all
S105,3,animals,sheep,all
S105,3,animals,cow,all
S105,3,animals,pig,all
S105,3,animals,chicken,all
S105,3,animals,octopus,all
S105,3,animals,shark,all
S105,6,animals,zebra,all
S105,6,animals,donkey,all
S105,6,animals,lion,all
S105,6,animals,giraffe,all
S105,6,animals,leopard,all
S105,6,animals,elephant,all
S105,6,animals,hippopotamus,all
S105,6,animals,ostrich,all
S105,6,animals,whale,all
S105,6,animals,dolphin,all
S105,6,animals,shark,all
S105,6,animals,fish,all
S105,6,animals,dog,all
S105,6,animals,cat,all
S105,6,animals,gerbil,all
S105,6,animals,mouse,all
S105,6,animals,rat,all
S105,6,animals,snake,all
S105,6,animals,cow,all
S105,6,animals,chicken,all
S105,6,animals,pig,all
S105,6,animals,horse,all
S105,6,animals,bat,all
S105,6,animals,skunk,all
S106,1,animals,cat,all
S106,1,animals,dog,all
S106,1,animals,possum,all
S106,1,animals,cow,all
S106,1,animals,racoon,all
S106,1,animals,squirrel,all
S106,1,animals,bat,all
S106,1,animals,tiger,all
S106,1,animals,lion,all
S106,1,animals,horse,all
S106,1,animals,elephant,all
S106,1,animals,pig,all
S106,1,animals,chicken,all
S106,1,animals,bufflalo,all
S106,1,animals,lemur,all
S106,1,animals,coyote,all
S106,1,animals,giraffe,all
S106,4,animals,cats,all
S106,4,animals,dogs,all
S106,4,animals,bats,all
S106,4,animals,mice,all
S106,4,animals,armadillos,all
S106,4,animals,skunks,all
S106,4,animals,kangaroos,all
S106,4,animals,pandas,all
S106,4,animals,alligators,all
S106,4,animals,elephants,all
S106,4,animals,lions,all
S106,4,animals,tigers,all
S106,4,animals,bears,all
S106,4,animals,hawks,all
S106,4,animals,penguins,all
S106,4,animals,pigs,all
S106,4,animals,chickens,all
S106,4,animals,giraffes,all
S106,4,animals,horses,all
S106,4,animals,snakes,all
S106,6,animals,cats,all
S106,6,animals,dogs,all
S106,6,animals,lions,all
S106,6,animals,tigers,all
S106,6,animals,bears,all
S106,6,animals,elephants,all
S106,6,animals,giraffes,all
S106,6,animals,gerbils,all
S106,6,animals,mice,all
S106,6,animals,eagles,all
S106,6,animals,hawks,all
S106,6,animals,coyotes,all
S106,6,animals,penguins,all
S106,6,animals,polarbears,all
S106,6,animals,flamingos,all
S106,6,animals,ducks,all
S106,6,animals,walruses,all
S106,6,animals,aligators,all
S106,6,animals,rabbits,all
S106,6,animals,possums,all
S106,6,animals,skunks,all
S107,1,animals,bear,all
S107,1,animals,cat,all
S107,1,animals,dog,all
S107,1,animals,fish,all
S107,1,animals,buffalo,all
S107,1,animals,giraffe,all
S107,1,animals,leopard,all
S107,1,animals,lion,all
S107,1,animals,elephant,all
S107,1,animals,cheetah,all
S107,1,animals,puma,all
S107,1,animals,catamount,all
S107,1,animals,hippo,all
S107,1,animals,rhinoceros,all
S107,1,animals,tiger,all
S107,1,animals,whale,all
S107,1,animals,narwhal,all
S107,1,animals,seal,all
S107,1,animals,manatee,all
S107,1,animals,fox,all
S107,1,animals,wolf,all
S107,1,animals,flamingo,all
S107,1,animals,stork,all
S107,1,animals,turtle,all
S107,1,animals,toad,all
S107,1,animals,frog,all
S107,1,animals,rattlesnake,all
S107,1,animals,hyena,all
S107,1,animals,jaguar,all
S107,1,animals,cougar,all
S107,1,animals,chimpanzee,all
S107,1,animals,orangutan,all
S107,1,animals,deer,all
S107,1,animals,horse,all
S107,1,animals,cow,all
S107,1,animals,chicken,all
S107,1,animals,sheep,all
S107,1,animals,goat,all
S107,1,animals,donkey,all
S107,1,animals,panther,all
S107,1,animals,boar,all
S107,3,animals,beagle,all
S107,3,animals,wolfhound,all
S107,3,animals,fox,all
S107,3,animals,wolf,all
S107,3,animals,bobcat,all
S107,3,animals,boxturtle,all
S107,3,animals,snappingturtle,all
S107,3,animals,seaturtle,all
S107,3,animals,salmon,all
S107,3,animals,tuna,all
S107,3,animals,leopard,all
S107,3,animals,cheetah,all
S107,3,animals,lion,all
S107,3,animals,tiger,all
S107,3,animals,panther,all
S107,3,animals,jaguar,all
S107,3,animals,capybara,all
S107,3,animals,mouse,all
S107,3,animals,rat,all
S107,3,animals,kangaroo,all
S107,3,animals,panda,all
S107,3,animals,koala,all
S107,3,animals,orca,all
S107,3,animals,humpbackwhale,all
S107,3,animals,narwhal,all
S107,3,animals,seal,all
S107,3,animals,sealion,all
S107,3,animals,manatee,all
S107,3,animals,cow,all
S107,3,animals,chicken,all
S107,3,animals,donkey,all
S107,3,animals,horse,all
S107,3,animals,sheep,all
S107,3,animals,bison,all
S107,3,animals,greatwhiteshark,all
S107,3,animals,skate,all
S107,3,animals,rattlesnake,all
S107,3,animals,frog,all
S107,3,animals,toad,all
S107,3,animals,flamingo,all
S107,3,animals,robin,all
S107,3,animals,sparrow,all
S107,3,animals,hawk,all
S107,3,animals,eagle,all
S107,3,animals,stork,all
S107,3,animals,hyena,all
S107,3,animals,elephant,all
S107,8,animals,bulldog,all
S107,8,animals,tiger,all
S107,8,animals,lion,all
S107,8,animals,leopard,all
S107,8,animals,jaguar,all
S107,8,animals,cheetah,all
S107,8,animals,rhinoceros,all
S107,8,animals,hippopotamus,all
S107,8,animals,hyena,all
S107,8,animals,antelope,all
S107,8,animals,oryx,all
S107,8,animals,giraffe,all
S107,8,animals,capybara,all
S107,8,animals,mouse,all
S107,8,animals,rat,all
S107,8,animals,ferret,all
S107,8,animals,panda,all
S107,8,animals,koala,all
S107,8,animals,orca,all
S107,8,animals,manatee,all
S107,8,animals,narwhal,all
S107,8,animals,bluewhale,all
S107,8,animals,greatwhiteshark,all
S107,8,animals,hammerheadshark,all
S107,8,animals,salmon,all
S107,8,animals,tuna,all
S107,8,animals,cod,all
S107,8,animals,bass,all
S107,8,animals,chicken,all
S107,8,animals,cow,all
S107,8,animals,horse,all
S107,8,animals,donkey,all
S107,8,animals,sheep,all
S107,8,animals,robin,all
S107,8,animals,stork,all
S107,8,animals,pelican,all
S107,8,animals,stingray,all
S107,8,animals,jellyfish,all
S107,8,animals,octopus,all
S107,8,animals,squid,all
S107,8,animals,bison,all
S107,8,animals,cougar,all
S107,8,animals,puma,all
S107,8,animals,gorilla,all
S107,8,animals,chimpanzee,all
S107,8,animals,orangutan,all
S107,8,animals,lemur,all
S107,8,animals,fox,all
S107,8,animals,waterbuffalo,all
S107,8,animals,porpoise,all
S108,1,animals,cat,all
S108,1,animals,dog,all
S108,1,animals,chicken,all
S108,1,animals,pig,all
S108,1,animals,cow,all
S108,1,animals,sheep,all
S108,1,animals,parrot,all
S108,1,animals,hamster,all
S108,1,animals,snake,all
S108,1,animals,mouse,all
S108,1,animals,rat,all
S108,1,animals,emu,all
S108,1,animals,ostrich,all
S108,1,animals,giraffe,all
S108,1,animals,elephant,all
S108,1,animals,leopard,all
S108,1,animals,lion,all
S108,1,animals,tiger,all
S108,1,animals,otter,all
S108,1,animals,chipmunk,all
S108,1,animals,gorilla,all
S108,1,animals,ape,all
S108,1,animals,turtle,all
S108,1,animals,crocodile,all
S108,1,animals,aligator,all
S108,1,animals,bat,all
S108,1,animals,whale,all
S108,1,animals,doplhin,all
S108,1,animals,orka,all
S108,1,animals,seal,all
S108,1,animals,bear,all
S108,1,animals,wolf,all
S108,1,animals,donkey,all
S108,1,animals,camel,all
S108,1,animals,lizzard,all
S108,1,animals,duck,all
S108,1,animals,goose,all
S108,1,animals,octopus,all
S108,1,animals,shrimp,all
S108,1,animals,fish,all
S108,1,animals,rooster,all
S108,3,animals,cat,all
S108,3,animals,dog,all
S108,3,animals,cow,all
S108,3,animals,pig,all
S108,3,animals,sheep,all
S108,3,animals,wolf,all
S108,3,animals,donkey,all
S108,3,animals,horse,all
S108,3,animals,duck,all
S108,3,animals,goose,all
S108,3,animals,chicken,all
S108,3,animals,rooster,all
S108,3,animals,rabbit,all
S108,3,animals,turtle,all
S108,3,animals,snake,all
S108,3,animals,lizzard,all
S108,3,animals,crocodile,all
S108,3,animals,aligator,all
S108,3,animals,elephant,all
S108,3,animals,giraffe,all
S108,3,animals,lion,all
S108,3,animals,tiger,all
S108,3,animals,bear,all
S108,3,animals,leopard,all
S108,3,animals,cheetah,all
S108,3,animals,gazelle,all
S108,3,animals,hipopotamus,all
S108,3,animals,mouse,all
S108,3,animals,rat,all
S108,3,animals,gorilla,all
S108,3,animals,ape,all
S108,3,animals,owl,all
S108,3,animals,chipmunk,all
S108,3,animals,otter,all
S108,3,animals,beaver,all
S108,3,animals,sloth,all
S108,3,animals,mamoth,all
S108,3,animals,zebra,all
S108,6,animals,cat,all
S108,6,animals,dog,all
S108,6,animals,chicken,all
S108,6,animals,pig,all
S108,6,animals,sheep,all
S108,6,animals,ram,all
S108,6,animals,cow,all
S108,6,animals,buffalo,all
S108,6,animals,horse,all
S108,6,animals,donkey,all
S108,6,animals,camel,all
S108,6,animals,elephant,all
S108,6,animals,giraffe,all
S108,6,animals,gazelle,all
S108,6,animals,lion,all
S108,6,animals,tiger,all
S108,6,animals,cheetah,all
S108,6,animals,leopard,all
S108,6,animals,possum,all
S108,6,animals,chipmunk,all
S108,6,animals,sloth,all
S108,6,animals,gorilla,all
S108,6,animals,monkey,all
S108,6,animals,snake,all
S108,6,animals,mouse,all
S108,6,animals,rat,all
S108,6,animals,turtle,all
S108,6,animals,rabbit,all
S108,6,animals,chinchilla,all
S108,6,animals,crocodile,all
S108,6,animals,alligator,all
S108,6,animals,seal,all
S108,6,animals,bear,all
S108,6,animals,wolf,all
S108,6,animals,coyote,all
S108,6,animals,walrus,all
S108,6,animals,manatee,all
S108,6,animals,dolphin,all
S108,6,animals,shark,all
S108,6,animals,whale,all
S108,6,animals,tuna,all
S108,6,animals,salmon,all
S108,6,animals,fox,all
S108,6,animals,zebra,all
S108,6,animals,hippo,all
S108,6,animals,parrot,all
S108,6,animals,owl,all
S109,2,animals,cat,all
S109,2,animals,dog,all
S109,2,animals,rat,all
S109,2,animals,cow,all
S109,2,animals,bull,all
S109,2,animals,sheep,all
S109,2,animals,rabbit,all
S109,2,animals,ox,all
S109,2,animals,camel,all
S109,2,animals,lion,all
S109,2,animals,bear,all
S109,2,animals,tiger,all
S109,2,animals,cheetah,all
S109,2,animals,panther,all
S109,2,animals,weasel,all
S109,2,animals,wolf,all
S109,2,animals,giraffe,all
S109,2,animals,elephant,all
S109,2,animals,penguin,all
S109,2,animals,duck,all
S109,2,animals,mouse,all
S109,2,animals,whale,all
S109,2,animals,ostrich,all
S109,2,animals,parakeet,all
S109,2,animals,pigeon,all
S109,2,animals,bat,all
S109,5,animals,duck,all
S109,5,animals,goose,all
S109,5,animals,bear,all
S109,5,animals,wolf,all
S109,5,animals,lion,all
S109,5,animals,dog,all
S109,5,animals,cat,all
S109,5,animals,parakeet,all
S109,5,animals,lion,all
S109,5,animals,wolf,all
S109,5,animals,cow,all
S109,5,animals,lamb,all
S109,5,animals,ox,all
S109,5,animals,bull,all
S109,5,animals,sheep,all
S109,5,animals,deer,all
S109,5,animals,pigeon,all
S109,5,animals,giraffe,all
S109,5,animals,camel,all
S109,5,animals,moose,all
S109,5,animals,rat,all
S109,5,animals,rabbit,all
S109,5,animals,porcupine,all
S109,5,animals,hare,all
S109,5,animals,sharks,all
S109,5,animals,panda,all
S109,5,animals,koala,all
S109,5,animals,polarbear,all
S109,5,animals,ostrich,all
S109,5,animals,chicken,all
S109,5,animals,pig,all
S109,7,animals,lion,all
S109,7,animals,tiger,all
S109,7,animals,bear,all
S109,7,animals,cow,all
S109,7,animals,pig,all
S109,7,animals,goat,all
S109,7,animals,lamb,all
S109,7,animals,sheep,all
S109,7,animals,moose,all
S109,7,animals,ox,all
S109,7,animals,bull,all
S109,7,animals,camel,all
S109,7,animals,shark,all
S109,7,animals,whale,all
S109,7,animals,penguin,all
S109,7,animals,pigeon,all
S109,7,animals,parrot,all
S109,7,animals,parakeet,all
S109,7,animals,polarbear,all
S109,7,animals,weasel,all
S109,7,animals,chimpanzee,all
S109,7,animals,monkey,all
S109,7,animals,gorilla,all
S109,7,animals,snake,all
S109,7,animals,raccoon,all
S109,7,animals,rat,all
S109,7,animals,kangaroo,all
S110,0,animals,giraffe,all
S110,0,animals,dog,all
S110,0,animals,cat,all
S110,0,animals,mouse,all
S110,0,animals,rat,all
S110,0,animals,spider,all
S110,0,animals,elephant,all
S110,0,animals,lion,all
S110,0,animals,tiger,all
S110,0,animals,bear,all
S110,0,animals,hamster,all
S110,0,animals,guineapig,all
S110,0,animals,iguana,all
S110,0,animals,chameleon,all
S110,0,animals,sparrow,all
S110,0,animals,eagle,all
S110,0,animals,vulture,all
S110,0,animals,hawk,all
S110,0,animals,hippo,all
S110,0,animals,rhino,all
S110,0,animals,carp,all
S110,0,animals,shark,all
S110,0,animals,goldfish,all
S110,0,animals,pelican,all
S110,0,animals,tuna,all
S110,0,animals,swordfish,all
S110,0,animals,octopus,all
S110,0,animals,clownfish,all
S110,0,animals,minx,all
S110,0,animals,jaguar,all
S110,0,animals,leopard,all
S110,0,animals,dingo,all
S110,0,animals,hyena,all
S110,0,animals,buffalo,all
S110,0,animals,cow,all
S110,0,animals,chicken,all
S110,0,animals,pig,all
S110,0,animals,llama,all
S110,0,animals,alpaca,all
S110,0,animals,ostrich,all
S110,0,animals,emu,all
S110,3,animals,lion,all
S110,3,animals,tiger,all
S110,3,animals,bear,all
S110,3,animals,dog,all
S110,3,animals,cat,all
S110,3,animals,seal,all
S110,3,animals,ape,all
S110,3,animals,chicken,all
S110,3,animals,gilamonster,all
S110,3,animals,impala,all
S110,3,animals,cheeta,all
S110,3,animals,chipmunk,all
S110,3,animals,canary,all
S110,3,animals,alligator,all
S110,3,animals,fox,all
S110,3,animals,stallion,all
S110,3,animals,badger,all
S110,3,animals,turtle,all
S110,3,animals,porpoise,all
S110,3,animals,horse,all
S110,3,animals,dungbeetle,all
S110,3,animals,lizard,all
S110,3,animals,mouse,all
S110,3,animals,shrew,all
S110,3,animals,gorilla,all
S110,3,animals,eagle,all
S110,3,animals,owl,all
S110,3,animals,fish,all
S110,3,animals,mole,all
S110,3,animals,chameleon,all
S110,3,animals,chinchilla,all
S110,3,animals,ram,all
S110,3,animals,lynx,all
S110,3,animals,elephant,all
S110,3,animals,bumblebee,all
S110,3,animals,bunny,all
S110,3,animals,whale,all
S110,6,animals,ferret,all
S110,6,animals,frog,all
S110,6,animals,porpoise,all
S110,6,animals,goat,all
S110,6,animals,musk-ox,all
S110,6,animals,okapi,all
S110,6,animals,muskdeer,all
S110,6,animals,newt,all
S110,6,animals,polarbear,all
S110,6,animals,capybara,all
S110,6,animals,salamander,all
S110,6,animals,bunny,all
S110,6,animals,elk,all
S110,6,animals,parrot,all
S110,6,animals,thornydevil,all
S110,6,animals,marten,all
S110,6,animals,mouse,all
